date,hour,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
12/8/2011,19,180.7,37,36,40,45,39,46,42,41,36,40,41,37,39,47,36,42,34,42,37,39,45,37,39,39,36
12/8/2011,20,186.2,35,34,37,44,37,44,38,39,36,38,39,37,37,47,36,41,34,41,36,41,43,36,36,37,34
12/8/2011,21,189.3,34,32,35,44,36,42,37,37,32,36,37,36,37,47,34,40,32,43,36,37,44,34,36,37,34
12/8/2011,22,186,32,32,35,41,36,38,36,37,34,37,36,34,34,47,33,39,32,43,36,35,43,34,34,36,33
12/8/2011,23,175,31,32,34,42,36,38,37,36,32,37,37,36,35,47,32,39,32,42,34,36,43,32,32,35,32
12/8/2011,24,162.9,30,30,33,41,36,36,38,36,32,33,37,32,34,47,32,41,32,42,34,38,42,32,31,33,31
12/9/2011,1,157.5,31,30,33,36,39,37,36,36,30,33,36,32,33,46,31,39,32,43,34,41,41,32,32,33,31
12/9/2011,2,156.8,31,30,32,37,41,37,43,36,32,34,35,32,33,48,32,41,32,44,32,43,39,32,32,33,30
12/9/2011,3,157.9,30,30,31,35,41,34,43,36,30,36,34,32,34,50,33,40,30,46,32,41,39,30,32,35,30
12/9/2011,4,160.4,30,30,31,32,41,36,41,34,30,36,33,32,36,51,33,43,30,46,32,41,39,32,33,34,31
12/9/2011,5,165.7,29,30,30,36,41,38,43,36,32,36,33,30,34,52,32,41,30,47,32,41,38,32,34,34,33
12/9/2011,6,178.4,30,30,28,33,43,38,41,37,30,36,34,30,35,52,31,42,30,48,30,40,40,30,34,33,33
12/9/2011,7,198.8,30,30,29,34,43,40,41,37,30,37,33,32,36,53,31,43,32,48,32,39,41,32,34,33,33
12/9/2011,8,195.9,32,32,29,35,43,44,43,39,28,40,34,32,34,54,32,45,32,50,30,41,41,36,35,37,37
12/9/2011,9,175.6,34,39,32,39,46,49,46,43,30,45,36,34,38,57,36,47,34,55,32,46,51,41,38,41,40
12/9/2011,10,157.4,39,45,34,45,50,53,50,48,32,48,39,37,42,62,44,51,41,58,36,51,55,45,41,45,45
12/9/2011,11,141.1,43,50,40,48,52,56,56,52,34,52,44,43,43,64,47,59,46,61,37,54,58,48,46,48,48
12/9/2011,12,131.7,49,52,45,51,54,60,59,54,37,53,48,46,46,65,49,63,50,67,43,59,60,52,49,49,49
12/9/2011,13,126.2,51,50,48,52,57,63,62,57,41,55,50,50,48,65,52,65,52,67,46,64,61,54,54,52,50
12/9/2011,14,120.2,53,50,51,54,61,61,64,59,43,55,51,50,50,67,55,66,54,66,50,65,61,52,56,53,49
12/9/2011,15,117.4,55,46,52,53,59,63,64,59,45,54,52,52,52,65,52,67,54,68,50,65,61,52,56,54,50
12/9/2011,16,118.9,55,48,50,53,59,60,64,61,43,54,50,52,51,63,53,64,52,65,48,64,58,50,56,54,51
12/9/2011,17,129.7,52,46,48,51,57,60,62,57,41,53,48,46,50,62,47,61,46,63,46,62,56,46,54,52,48
12/9/2011,18,152.3,47,46,44,49,55,57,58,55,37,51,46,43,46,63,45,59,43,62,43,59,54,45,47,48,46
12/9/2011,19,157.5,44,45,42,48,55,53,55,55,37,51,45,43,43,60,43,57,41,62,39,57,53,46,47,46,46
12/9/2011,20,154.1,42,45,41,46,55,51,54,54,37,51,43,41,42,60,42,57,37,60,39,55,53,45,46,45,45
12/9/2011,21,151.5,43,45,40,44,55,50,52,54,36,51,42,39,41,59,41,55,37,58,39,54,53,45,45,43,47
12/9/2011,22,145.9,42,45,40,40,54,51,51,52,36,51,41,37,40,60,40,55,36,57,37,53,52,46,44,43,48
12/9/2011,23,137.7,40,45,39,40,54,51,52,52,36,51,42,36,39,60,41,55,36,56,37,52,53,46,44,42,47
12/9/2011,24,126.7,39,45,40,42,54,52,52,52,34,50,40,36,40,59,40,54,36,53,41,52,52,46,43,43,47
12/10/2011,1,118.2,39,45,38,38,52,50,51,50,34,50,39,36,40,58,41,54,36,54,41,51,51,46,42,42,47
12/10/2011,2,114.3,38,45,37,40,50,49,50,50,34,49,42,36,40,56,41,53,34,54,41,50,51,45,42,41,46
12/10/2011,3,112.5,39,45,36,39,50,48,50,48,32,49,42,36,40,56,41,52,32,53,39,50,51,45,42,40,46
12/10/2011,4,113.2,38,45,35,37,50,48,50,46,32,47,43,36,41,53,44,50,32,53,39,50,51,45,45,42,45
12/10/2011,5,117.4,36,45,34,35,50,49,49,46,32,47,42,36,41,52,43,50,32,52,36,49,51,43,44,42,44
12/10/2011,6,124.4,34,45,34,35,50,49,49,45,32,47,41,34,39,52,41,50,30,51,36,48,50,43,43,39,43
12/10/2011,7,135.9,33,43,34,35,50,49,47,45,30,45,40,36,37,50,42,49,30,50,37,46,50,43,42,38,42
12/10/2011,8,146.4,32,43,34,38,50,49,47,46,30,45,39,36,38,50,41,50,30,50,37,47,50,41,42,39,41
12/10/2011,9,158.2,34,43,37,41,48,49,48,46,32,45,42,39,38,52,43,50,37,50,41,48,50,41,44,41,43
12/10/2011,10,157.3,43,45,40,45,50,50,48,48,32,49,45,43,42,52,45,51,43,52,43,49,50,45,46,44,44
12/10/2011,11,150.8,47,45,42,48,52,51,49,52,32,49,47,45,44,52,47,52,46,53,45,49,50,46,49,47,46
12/10/2011,12,145.6,49,46,42,50,54,50,50,54,32,50,48,46,47,52,48,53,48,53,45,51,49,46,52,48,50
12/10/2011,13,139.7,53,50,43,53,54,50,51,52,32,51,48,48,48,51,51,56,50,52,45,53,50,48,53,49,51
12/10/2011,14,133.2,54,50,43,53,54,50,52,52,32,51,49,50,50,51,52,55,50,51,46,52,50,50,52,51,52
12/10/2011,15,130.3,55,50,42,53,54,49,50,54,32,52,50,50,50,50,53,54,52,51,45,51,49,48,52,53,51
12/10/2011,16,132.9,54,48,40,51,52,48,50,52,32,51,48,50,50,50,51,53,50,50,45,51,48,46,52,52,49
12/10/2011,17,142.9,51,45,38,48,50,47,49,50,32,49,45,46,47,49,47,51,46,49,43,49,48,41,47,50,47
12/10/2011,18,167,45,37,35,45,46,46,46,45,30,46,42,43,44,49,43,46,45,48,37,47,48,41,41,47,40
12/10/2011,19,174.8,38,36,33,43,43,45,45,43,28,42,40,41,43,49,43,43,41,48,36,41,48,39,38,43,37
12/10/2011,20,177.6,35,34,33,42,43,44,43,41,28,40,39,36,42,49,41,42,37,45,34,40,47,37,37,42,35
12/10/2011,21,181.5,33,32,32,40,43,44,43,39,28,36,37,34,40,49,38,41,36,45,34,40,47,34,34,41,33
12/10/2011,22,181.6,33,32,32,38,43,43,42,37,27,36,35,32,39,48,39,41,34,44,30,40,47,32,35,39,33
12/10/2011,23,178.7,31,30,30,37,43,43,42,37,27,35,35,32,36,48,38,41,32,44,30,41,45,30,35,39,32
12/10/2011,24,171.8,29,30,29,36,41,42,40,36,27,34,34,32,35,48,37,38,28,44,30,40,44,30,32,36,31
12/11/2011,1,166.3,29,30,27,35,41,41,38,34,27,33,32,30,33,48,37,37,28,44,28,40,44,28,32,36,33
12/11/2011,2,165,28,32,26,34,37,40,39,34,25,32,31,30,32,47,36,36,28,44,30,36,43,28,29,35,31
12/11/2011,3,165.8,28,30,25,31,37,40,38,32,25,35,30,32,32,47,34,36,28,44,27,36,42,27,30,33,29
12/11/2011,4,167.5,26,32,24,31,36,40,38,32,25,35,30,32,32,47,34,36,30,44,27,36,41,28,29,33,30
12/11/2011,5,171.8,25,30,23,29,36,39,37,32,25,35,30,32,32,47,33,36,30,43,27,36,40,30,29,32,32
12/11/2011,6,178.6,26,30,22,28,36,38,36,32,25,34,29,30,32,46,33,36,28,43,25,34,40,30,28,31,30
12/11/2011,7,188.8,25,30,22,31,36,37,37,32,23,33,29,30,31,46,32,35,28,43,32,34,39,27,29,32,29
12/11/2011,8,200.4,25,30,22,31,36,38,37,32,21,34,29,30,32,47,32,37,30,45,32,36,40,30,30,32,31
12/11/2011,9,204.1,32,34,25,35,41,41,40,37,25,37,32,34,34,49,36,41,34,48,34,40,42,34,36,35,36
12/11/2011,10,191,38,37,31,39,43,45,44,41,30,41,35,36,37,50,39,46,37,49,36,44,44,37,40,40,40
12/11/2011,11,171.5,44,41,36,42,46,47,48,46,32,44,38,37,39,52,41,49,41,51,37,49,45,41,44,42,42
12/11/2011,12,153.1,46,45,40,45,50,49,49,48,34,46,40,41,41,53,43,51,43,52,37,50,46,43,46,44,45
12/11/2011,13,143.7,47,45,41,46,50,49,50,50,36,47,42,43,42,52,45,53,45,53,39,52,46,45,48,45,47
12/11/2011,14,137.1,49,45,43,48,52,48,51,50,36,48,43,43,43,52,45,53,45,53,41,52,46,46,49,46,47
12/11/2011,15,132.4,49,45,43,47,50,48,51,50,36,48,43,43,44,51,45,53,45,52,43,52,46,46,49,46,47
12/11/2011,16,133.8,48,45,43,46,50,46,49,48,34,48,43,45,43,50,45,51,45,50,43,50,45,45,47,46,46
12/11/2011,17,149.3,45,39,40,45,46,44,47,45,32,44,40,43,41,48,42,48,41,48,41,47,42,39,44,41,41
12/11/2011,18,179.1,40,37,37,42,45,43,44,41,30,42,38,36,37,49,36,44,36,46,36,45,43,34,37,40,36
12/11/2011,19,190.2,36,36,36,40,43,42,43,41,30,41,36,34,34,49,35,43,36,46,34,44,44,34,35,36,34
12/11/2011,20,195.3,34,34,35,40,43,41,42,39,28,40,35,34,32,50,35,43,36,45,32,42,45,32,35,35,32
12/11/2011,21,198.3,32,34,34,40,43,41,41,39,28,39,34,32,32,50,33,44,36,44,32,41,45,30,36,32,33
12/11/2011,22,192.6,32,32,35,39,43,41,42,39,28,38,34,36,31,51,36,43,36,45,34,41,45,32,35,33,32
12/11/2011,23,180.5,32,32,35,39,43,41,41,39,28,38,33,36,29,51,36,42,36,47,36,41,46,32,36,35,31
12/11/2011,24,166.5,32,34,34,35,43,42,40,37,27,38,33,34,30,51,36,43,34,46,32,40,46,32,36,34,34
12/12/2011,1,158.6,34,34,35,36,41,41,40,37,27,38,32,32,31,51,34,43,34,46,34,40,46,32,36,34,35
12/12/2011,2,154.3,36,34,35,36,41,42,41,37,27,38,32,32,31,52,35,43,34,47,34,40,46,32,36,34,36
12/12/2011,3,153.2,37,34,35,37,37,43,41,36,27,38,31,32,31,52,35,41,34,47,30,41,46,34,35,34,36
12/12/2011,4,154.2,36,34,35,37,37,43,41,36,27,37,30,32,32,52,34,41,34,47,30,40,46,34,35,34,36
12/12/2011,5,158.7,37,34,35,37,37,44,40,36,27,38,30,32,31,52,33,41,34,48,32,40,45,34,34,33,35
12/12/2011,6,172,37,32,35,37,39,43,39,36,27,39,31,32,31,52,32,40,34,49,30,39,45,34,35,32,35
12/12/2011,7,193.4,37,34,35,37,39,42,39,37,27,39,31,32,30,53,34,39,34,49,32,38,45,36,36,33,36
12/12/2011,8,190.8,38,36,32,37,41,45,41,37,27,40,32,32,31,53,34,41,36,50,32,41,45,36,36,33,37
12/12/2011,9,177.5,39,37,35,37,41,48,45,39,28,41,33,34,32,55,36,45,36,53,32,45,47,37,37,35,39
12/12/2011,10,166.9,40,43,37,38,43,50,50,41,30,43,35,36,33,57,39,48,37,56,34,48,48,41,39,37,41
12/12/2011,11,154.2,41,45,38,41,45,55,53,43,32,45,37,37,36,58,41,50,41,57,36,51,51,45,41,39,44
12/12/2011,12,143,42,50,41,44,45,56,54,45,34,46,40,39,41,57,42,52,45,58,37,51,53,46,43,42,45
12/12/2011,13,137.2,46,50,43,48,46,57,54,46,39,47,43,41,42,57,44,53,46,59,41,52,51,48,46,44,46
12/12/2011,14,133.9,47,50,48,50,46,56,54,46,45,48,44,43,43,57,45,53,50,59,43,51,50,50,48,45,48
12/12/2011,15,132.9,47,50,51,51,48,55,54,48,50,50,46,45,43,57,46,52,50,58,45,51,49,46,50,46,50
12/12/2011,16,136.2,48,50,52,52,50,54,53,48,50,51,47,46,43,56,46,51,50,58,45,51,49,46,51,47,50
12/12/2011,17,148,46,50,50,49,48,53,53,48,48,49,45,46,43,55,44,50,46,57,45,50,49,46,48,46,48
12/12/2011,18,171.7,42,45,49,44,46,50,54,46,43,47,42,41,40,55,41,49,43,56,39,51,49,45,44,43,44
12/12/2011,19,178.6,38,45,45,47,45,49,52,43,43,46,41,37,39,55,39,47,37,55,37,50,50,45,40,41,44
12/12/2011,20,179.9,36,45,44,41,45,49,49,43,43,46,39,36,37,55,37,46,36,54,36,49,50,43,40,40,41
12/12/2011,21,176.2,34,45,42,43,45,49,50,43,39,44,36,36,34,54,35,46,34,54,34,48,50,43,38,37,40
12/12/2011,22,166.2,32,37,41,42,45,49,50,41,43,43,35,34,33,54,33,45,32,53,34,48,50,41,39,35,38
12/12/2011,23,154.2,31,37,40,37,43,48,48,41,41,42,34,34,33,54,35,45,32,52,34,46,50,39,36,36,35
12/12/2011,24,141.6,33,37,40,39,43,47,47,39,37,41,34,32,32,53,33,45,32,50,32,45,49,37,36,34,37
12/13/2011,1,136.1,32,36,41,35,41,48,45,37,39,40,35,32,32,53,32,45,32,50,32,45,48,37,34,34,37
12/13/2011,2,134.8,31,34,41,33,41,48,44,37,37,40,34,32,31,53,32,44,34,48,34,43,49,34,34,32,35
12/13/2011,3,136.2,31,32,40,40,39,47,45,37,37,38,35,32,33,52,34,44,37,48,36,43,48,34,32,34,34
12/13/2011,4,139.4,31,32,42,37,37,46,45,36,39,36,34,32,31,52,33,41,37,48,36,42,46,32,32,33,35
12/13/2011,5,146.2,31,32,43,37,37,46,46,36,41,38,34,32,31,51,32,43,37,48,36,41,46,34,31,32,34
12/13/2011,6,160.6,31,30,42,39,36,46,45,36,41,37,33,32,31,51,33,41,37,46,39,41,45,32,32,33,32
12/13/2011,7,184.4,30,32,41,39,37,45,44,34,46,37,33,32,30,50,32,41,39,46,37,40,44,32,32,32,31
12/13/2011,8,185.3,31,32,40,39,37,45,44,36,48,38,34,32,32,50,32,42,41,47,36,40,45,32,31,32,33
12/13/2011,9,171.2,36,37,40,46,43,47,45,39,48,42,43,36,37,50,40,43,45,48,43,43,48,36,39,39,41
12/13/2011,10,155.1,44,45,41,52,46,49,46,45,50,46,50,43,42,50,48,45,48,49,50,44,49,41,44,44,44
12/13/2011,11,141.6,50,46,43,57,50,52,49,48,50,50,54,46,48,53,55,52,52,54,54,50,49,45,50,51,49
12/13/2011,12,129.4,56,50,53,59,55,55,53,54,50,53,59,52,52,53,58,59,57,58,59,56,50,48,55,55,51
12/13/2011,13,120.9,61,52,60,61,59,55,57,59,50,56,62,55,55,54,61,62,61,59,63,59,51,52,60,58,56
12/13/2011,14,117.3,65,54,61,66,61,56,59,61,50,58,63,59,58,54,63,63,63,60,63,61,52,54,62,60,58
12/13/2011,15,113.7,65,54,63,66,63,56,59,63,54,59,62,59,58,53,62,64,64,60,63,61,52,54,64,63,58
12/13/2011,16,114.4,65,52,62,64,63,54,58,63,52,59,62,61,58,51,61,63,64,58,61,60,51,54,64,62,58
12/13/2011,17,124.9,62,50,58,62,57,51,53,59,50,57,60,55,54,50,56,59,63,54,59,56,48,48,60,58,52
12/13/2011,18,156.6,53,43,54,57,52,48,49,52,48,52,56,50,49,50,50,52,52,50,55,52,48,43,51,54,45
12/13/2011,19,173.2,50,37,52,55,50,47,44,48,46,46,51,46,49,49,47,48,50,50,50,51,47,39,49,50,42
12/13/2011,20,176.7,46,36,49,54,46,46,44,46,46,46,52,45,46,49,47,45,45,48,45,46,45,37,45,49,40
12/13/2011,21,179.8,44,34,46,51,45,44,40,45,45,42,47,45,44,49,45,44,43,47,45,44,49,36,43,45,37
12/13/2011,22,177.1,43,32,45,51,43,41,40,43,45,41,46,43,41,49,44,43,43,46,50,41,49,36,41,44,37
12/13/2011,23,168,42,32,44,50,43,42,38,41,43,40,48,43,40,49,43,42,41,44,46,38,49,34,39,42,37
12/13/2011,24,156.9,40,32,42,46,41,43,36,43,43,40,48,43,40,49,42,42,43,44,50,37,48,32,38,42,36
12/14/2011,1,151.5,39,32,42,48,41,42,37,41,45,39,49,45,40,49,47,41,45,40,52,37,48,32,37,41,35
12/14/2011,2,150.5,38,32,41,50,39,37,36,39,43,36,48,45,39,49,46,40,45,42,52,35,47,32,35,40,35
12/14/2011,3,150.4,39,32,42,49,39,35,37,39,43,36,48,48,39,49,46,39,46,42,50,34,47,30,38,41,34
12/14/2011,4,152.1,41,32,43,51,39,34,36,37,43,37,47,48,40,48,46,37,45,44,54,35,48,30,38,42,35
12/14/2011,5,159.1,42,30,44,50,37,34,35,37,45,37,47,46,41,48,46,38,46,43,52,34,48,30,39,45,37
12/14/2011,6,174.8,43,30,44,50,37,33,37,37,45,38,48,46,43,48,45,38,46,42,50,34,48,32,41,46,40
12/14/2011,7,196.9,44,32,44,51,36,35,39,39,41,42,48,46,43,48,45,37,46,42,50,37,48,32,42,45,41
12/14/2011,8,192.5,44,37,43,51,39,39,38,41,43,43,47,46,43,48,45,42,48,44,50,41,47,36,43,46,43
12/14/2011,9,176.8,46,39,46,52,45,44,45,45,45,45,48,46,44,50,47,46,50,48,50,46,49,37,46,47,44
12/14/2011,10,161.6,52,45,51,54,50,49,48,48,50,48,50,50,47,52,49,52,52,51,50,49,51,43,50,49,47
12/14/2011,11,147.5,55,45,54,56,54,52,52,54,50,52,50,52,48,53,52,56,54,54,52,53,51,45,53,51,50
12/14/2011,12,134.6,57,50,60,58,57,56,54,57,52,55,54,54,50,54,55,59,55,57,54,55,52,50,56,54,52
12/14/2011,13,123.7,59,54,64,60,61,57,56,59,54,58,56,55,51,55,57,62,59,59,55,59,52,52,58,56,55
12/14/2011,14,118.2,60,54,65,61,61,57,56,61,55,59,58,59,53,56,57,64,61,59,59,61,51,54,59,58,56
12/14/2011,15,115.4,62,54,65,64,63,56,58,63,55,61,58,61,54,56,58,64,64,58,59,61,51,54,60,58,56
12/14/2011,16,116.2,62,54,64,63,63,55,57,63,52,60,59,61,53,54,58,64,63,56,59,59,51,54,60,59,55
12/14/2011,17,129.4,59,50,61,61,59,52,55,59,50,57,55,59,52,52,56,56,61,53,55,54,50,52,58,57,51
12/14/2011,18,157,53,48,56,56,52,51,47,54,46,52,54,54,49,51,50,53,54,48,54,53,50,45,51,53,48
12/14/2011,19,167.6,50,50,54,57,48,50,44,50,45,50,53,52,49,52,50,49,50,45,52,46,50,43,47,49,46
12/14/2011,20,168.3,52,50,53,53,46,50,41,48,46,48,51,50,49,52,52,47,48,47,50,44,50,39,45,50,44
12/14/2011,21,168.4,51,46,49,54,46,49,42,48,46,46,50,52,48,52,48,46,46,47,52,43,50,41,44,51,42
12/14/2011,22,161.1,49,45,51,52,48,47,42,46,45,45,49,52,47,52,46,44,45,46,52,41,50,41,42,49,41
12/14/2011,23,148.1,47,45,52,51,46,47,41,46,45,45,48,52,47,52,44,44,45,47,46,41,49,37,39,48,41
12/14/2011,24,133.8,51,41,52,49,45,43,41,45,45,44,48,50,47,51,46,43,43,46,46,41,48,41,39,49,39
12/15/2011,1,127,50,45,49,48,43,44,41,45,46,42,47,50,46,51,46,42,45,44,46,39,48,41,38,48,39
12/15/2011,2,125.4,48,43,50,47,46,44,40,45,46,44,45,50,45,51,44,41,41,45,46,40,46,41,38,48,38
12/15/2011,3,125.7,44,43,51,47,43,43,38,43,46,43,46,50,44,51,42,41,39,45,46,39,45,41,38,45,39
12/15/2011,4,128.3,42,45,51,46,41,42,39,41,46,40,44,50,43,50,43,42,41,43,43,38,45,37,37,46,40
12/15/2011,5,135,40,43,48,44,41,44,39,41,46,39,45,50,42,50,43,41,45,45,41,38,46,37,37,45,37
12/15/2011,6,148.8,38,37,49,44,41,43,39,41,46,38,46,50,42,51,42,41,46,45,41,37,47,37,37,44,37
12/15/2011,7,172.8,38,37,49,43,41,44,39,39,45,39,44,50,41,47,46,40,46,44,41,37,47,36,38,46,37
12/15/2011,8,173.2,37,43,47,44,41,46,41,41,43,40,46,48,41,48,48,43,46,47,43,41,48,39,39,46,39
12/15/2011,9,157.3,47,48,54,49,52,51,48,50,46,47,51,50,45,56,51,52,50,56,46,49,52,46,52,51,48
12/15/2011,10,139.5,58,54,56,55,61,56,58,59,52,56,57,54,52,55,56,62,54,63,46,58,56,54,58,56,56
12/15/2011,11,125.4,62,57,60,57,64,59,65,64,61,64,60,59,57,59,60,67,59,65,50,66,60,61,62,62,61
12/15/2011,12,116.2,66,63,62,60,70,62,68,68,61,67,62,61,61,61,64,70,61,65,57,68,65,64,66,64,65
12/15/2011,13,108.9,67,64,64,65,70,65,70,70,63,70,63,61,64,61,64,72,63,65,63,70,68,66,68,67,67
12/15/2011,14,107.1,70,70,62,65,72,67,71,70,63,71,65,63,66,61,65,72,64,66,63,71,67,68,69,66,68
12/15/2011,15,105.2,69,68,64,67,72,67,71,72,59,71,64,64,67,62,66,72,68,66,64,69,69,68,69,60,68
12/15/2011,16,104.3,69,64,61,67,72,66,69,70,55,71,64,63,65,61,66,69,66,64,64,67,68,68,69,66,67
12/15/2011,17,110.5,68,63,59,65,68,64,64,68,54,67,63,63,64,59,64,67,64,61,63,63,66,63,66,64,62
12/15/2011,18,131.6,64,63,58,61,63,61,61,63,55,64,60,63,61,60,63,64,61,62,63,62,64,59,64,63,61
12/15/2011,19,140.3,63,63,58,59,61,60,60,63,57,62,59,63,61,60,63,60,61,61,61,61,63,59,63,63,61
12/15/2011,20,141.1,63,63,58,58,61,60,59,61,59,61,58,59,61,60,62,60,61,61,61,59,64,57,63,60,61
12/15/2011,21,140.1,61,59,57,59,59,59,60,61,59,61,58,59,60,60,60,62,59,61,59,59,63,59,57,59,58
12/15/2011,22,131.7,62,59,56,55,59,59,59,59,55,59,57,59,59,61,61,62,59,62,59,61,62,55,59,58,59
12/15/2011,23,119.6,61,57,58,60,55,60,58,59,54,59,56,59,59,62,59,59,59,61,59,60,61,55,58,58,57
12/15/2011,24,106.2,60,57,57,60,55,59,59,59,55,58,57,57,58,61,58,59,59,61,59,59,61,55,56,56,57
12/16/2011,1,96.8,61,57,54,60,59,59,58,59,54,59,56,59,57,59,60,60,59,60,57,59,61,55,56,56,56
12/16/2011,2,91.9,61,57,54,60,61,58,60,59,54,60,57,57,56,59,61,61,59,59,55,59,62,57,55,57,57
12/16/2011,3,90,60,57,52,59,59,57,60,59,52,60,57,59,56,58,61,60,57,60,55,58,62,55,54,58,58
12/16/2011,4,89.7,59,54,53,57,59,57,60,59,52,59,55,55,54,59,60,59,55,59,54,58,62,55,54,59,59
12/16/2011,5,92.9,57,52,52,56,59,60,60,59,52,58,55,55,52,59,58,58,52,59,55,56,63,55,56,58,56
12/16/2011,6,104.4,57,52,51,53,59,58,61,59,50,58,52,54,51,58,57,56,52,58,57,57,62,54,55,55,54
12/16/2011,7,126.4,56,52,51,51,55,57,59,59,50,56,52,54,49,58,53,56,52,59,52,57,61,52,55,54,53
12/16/2011,8,127.6,57,54,53,52,59,58,60,59,50,56,54,52,50,60,54,59,52,60,55,58,60,54,56,53,54
12/16/2011,9,117.4,60,57,54,59,63,62,63,63,50,61,56,57,56,60,59,64,61,62,59,61,62,57,61,58,59
12/16/2011,10,111.7,62,63,53,62,66,65,67,66,50,65,58,59,59,63,62,68,63,63,61,66,64,61,66,63,63
12/16/2011,11,107.1,67,64,53,65,70,67,70,70,52,68,60,61,62,65,63,71,64,65,59,71,56,63,68,65,65
12/16/2011,12,104.9,71,64,54,65,72,69,72,72,50,69,62,63,62,64,65,74,61,66,59,73,55,64,71,65,66
